"Month","Day","Year","Latitude","Longitude","count","Average","Percent Change"
8,25,2014,40.76,-73.98,920,1228.10928961749,-25.0881002384936
8,25,2014,40.76,-73.97,886,1176.44808743169,-24.6885596172604
8,25,2014,40.74,-73.99,837,1041.87978142077,-19.6644358662359
8,25,2014,40.75,-73.99,769,940.918032786885,-18.2713081050944
8,25,2014,40.75,-73.98,746,873.092896174863,-14.5566292809934
8,25,2014,40.72,-74,727,904.103825136612,-19.5888813002037
8,25,2014,40.73,-74,632,885.027322404372,-28.5897752531489
8,25,2014,40.72,-74.01,598,584.967213114754,2.22795168567664
8,25,2014,40.73,-73.99,584,790.338797814208,-26.1076386968306
8,25,2014,40.74,-74,535,735.327868852459,-27.2433396499833
8,25,2014,40.76,-73.99,533,657.338797814208,-18.9154813663305
8,25,2014,40.71,-74.01,524,566.136612021858,-7.4428346669498
8,25,2014,40.72,-73.99,451,604.31693989071,-25.3702866443621
8,25,2014,40.77,-73.87,428,332.092896174863,28.8796011386636
8,25,2014,40.73,-73.98,406,396.792349726776,2.32052111880792
8,25,2014,40.74,-73.98,383,454.901639344262,-15.8059749900897
8,25,2014,40.77,-73.96,365,476.775956284153,-23.4441260744986
8,25,2014,40.64,-73.78,364,190.448087431694,91.1281992425112
8,25,2014,40.74,-74.01,353,549.060109289617,-35.7083142578475
8,25,2014,40.75,-73.97,342,383.010928961749,-10.7075088099756
8,25,2014,40.73,-74.01,330,401.054644808743,-17.7169484828253
8,25,2014,40.77,-73.98,322,447.382513661202,-28.0257966801432
8,25,2014,40.78,-73.98,321,333.420765027322,-3.72525239281501
8,25,2014,40.75,-74,290,370.224043715847,-21.6690528553084
8,25,2014,40.78,-73.95,283,294.377049180328,-3.86478810491729
8,25,2014,40.65,-73.78,261,201.005464480874,29.8472161809482
8,25,2014,40.77,-73.99,231,247.786885245902,-6.77472709229242
8,25,2014,40.78,-73.96,228,305.972677595628,-25.4835425856803
8,25,2014,40.77,-73.95,228,253.72131147541,-10.1376235704594
8,25,2014,40.76,-74,218,283.945355191257,-23.2246641776683
8,25,2014,40.76,-73.96,216,224.448087431694,-3.76393825777864
8,25,2014,40.72,-73.96,212,245.950819672131,-13.8039058854896
8,25,2014,40.72,-73.98,200,207.251366120219,-3.49882669338467
8,25,2014,40.79,-73.97,186,178.573770491803,4.15863398512806
8,25,2014,40.77,-73.86,180,136.617486338798,31.7547298108076
8,25,2014,40.75,-74.01,174,194.628415300546,-10.5988713254906
8,25,2014,40.71,-73.96,152,143.704918032787,5.77230207620352
8,25,2014,40.69,-73.99,143,138.349726775956,3.3612449640572
8,25,2014,40.77,-73.97,140,224.109289617486,-37.530478884229
8,25,2014,40.65,-73.79,137,94.6338797814208,44.7684490125881
8,25,2014,40.7,-74.01,135,138.114754098361,-2.25519287833828
8,25,2014,40.69,-74.18,133,118.453551912568,12.2802970890806
8,25,2014,40.79,-73.98,119,136.786885245902,-13.003355704698
8,25,2014,40.7,-73.99,116,139.158469945355,-16.6417969056782
8,25,2014,40.72,-73.95,112,116.387978142077,-3.77013005305414
8,25,2014,40.69,-73.97,108,97.5300546448087,10.7350963693411
8,25,2014,40.71,-73.95,105,110.644808743169,-5.10173844330304
8,25,2014,40.71,-74,104,107.20218579235,-2.98705270669793
8,25,2014,40.71,-74.02,102,114.96174863388,-11.2748360110277
8,25,2014,40.75,-73.85,94,14.1912568306011,562.379668848671
8,25,2014,40.69,-73.96,89,67.2349726775956,32.3715864759428
8,25,2014,40.69,-73.98,89,90.7267759562842,-1.90327049328435
8,25,2014,40.74,-73.97,88,86.0109289617486,2.31257941550191
8,25,2014,40.64,-73.79,86,81.2513661202186,5.84437420135853
8,25,2014,40.68,-73.98,83,97.4590163934426,-14.8359966358284
8,25,2014,40.8,-73.97,82,86.2513661202186,-4.92904206791688
8,25,2014,40.73,-73.95,78,56.207650273224,38.7711452459654
8,25,2014,40.71,-73.94,72,75.6120218579235,-4.77704704777047
8,25,2014,40.72,-74.02,71,54.0382513661202,31.3884113661644
8,25,2014,40.73,-73.96,71,61.9890710382514,14.5363187588152
8,25,2014,40.7,-74.18,70,52.8579234972678,32.4304765843068
8,25,2014,40.67,-73.98,67,78.5464480874317,-14.7001530541255
8,25,2014,40.75,-73.94,66,48.3497267759563,36.505424954792
8,25,2014,40.69,-74,65,71.2950819672131,-8.82961600367902
8,25,2014,40.78,-73.99,63,75.7704918032787,-16.8541756815231
8,25,2014,40.79,-73.95,63,66.9562841530055,-5.90875703909247
8,25,2014,40.8,-73.96,59,44.3715846994535,32.9679802955665
8,25,2014,40.81,-73.96,59,49.5628415300546,19.0407938257993
8,25,2014,40.7,-73.93,59,62.3169398907104,-5.32269379165205
8,25,2014,40.72,-73.94,59,51.3387978142077,14.9228312932411
8,25,2014,40.8,-73.95,56,36.1311475409836,54.9909255898367
8,25,2014,40.71,-73.97,55,63.0054644808743,-12.7059843885516
8,25,2014,40.68,-73.96,54,65.2732240437158,-17.2708246128087
8,25,2014,40.68,-73.97,53,74.6010928961749,-28.9554644008204
8,25,2014,40.7,-73.98,52,43.5081967213115,19.517709118312
8,25,2014,40.68,-74,48,60.5191256830601,-20.686230248307
8,25,2014,40.69,-73.95,47,42.8579234972678,9.6646691317098
8,25,2014,40.67,-73.96,46,46.9508196721311,-2.02513966480447
8,25,2014,40.77,-73.89,45,55.5737704918033,-19.0265486725664
8,25,2014,40.68,-73.95,45,40.0437158469945,12.3771834061135
8,25,2014,40.67,-73.99,45,50.2021857923497,-10.3624687057799
8,25,2014,40.69,-73.94,43,30.016393442623,43.2550518842163
8,25,2014,40.81,-73.94,43,33.9453551912568,26.6741790083709
8,25,2014,40.76,-73.92,42,34.5737704918033,21.4793741109531
8,25,2014,40.84,-73.94,40,25.5191256830601,56.745182012848
8,25,2014,40.7,-73.92,39,31.1092896174863,25.3644826980502
8,25,2014,40.77,-73.92,36,31.8907103825137,12.8855380397533
8,25,2014,40.82,-73.94,36,27.1092896174863,32.7958072969159
8,25,2014,40.68,-73.99,36,57.0109289617486,-36.8542125946516
8,25,2014,40.75,-73.96,36,39.3224043715847,-8.4491384102279
8,25,2014,40.74,-73.84,36,9.77049180327869,268.456375838926
8,25,2014,40.71,-73.99,34,53.3333333333333,-36.25
8,25,2014,40.85,-73.94,33,20.2185792349727,63.2162162162162
8,25,2014,40.75,-73.95,32,29.3934426229508,8.86781929726715
8,25,2014,40.83,-73.94,32,19.1311475409836,67.2664952870609
8,25,2014,40.69,-73.93,31,21.0874316939891,47.0069966312516
8,25,2014,40.74,-73.96,30,28.6939890710383,4.55151399733384
8,25,2014,40.81,-73.95,30,43.4043715846995,-30.8825380838474
8,25,2014,40.78,-73.97,29,66.2786885245902,-56.2453623546871
8,25,2014,40.67,-73.95,28,29.3551912568306,-4.61653015636634
8,25,2014,40.69,-73.92,27,23.6448087431694,14.1899699560897
8,25,2014,40.7,-73.97,27,24.327868852459,10.9838274932615
8,25,2014,40.77,-73.91,26,18.8032786885246,38.2737576285963
8,25,2014,40.76,-73.93,26,20.5027322404372,26.8123667377399
8,25,2014,40.8,-73.94,25,27.0327868852459,-7.51970891449363
8,25,2014,40.82,-73.95,25,22.0710382513661,13.2706115375093
8,25,2014,40.68,-73.94,23,24.2786885245902,-5.26671168129641
8,25,2014,40.66,-73.99,23,29.4371584699454,-21.8674586968628
8,25,2014,40.71,-73.93,23,26.1147540983607,-11.9271814187068
8,25,2014,40.74,-73.95,22,26.3715846994536,-16.5768752590137
8,25,2014,40.75,-74.03,22,29.8688524590164,-26.344676180022
8,25,2014,40.79,-73.94,22,19.7704918032787,11.2769485903814
8,25,2014,40.68,-74.01,22,25.1912568306011,-12.6681127982646
8,25,2014,40.65,-73.96,21,17.4262295081967,20.5079962370649
8,25,2014,40.66,-73.96,21,19.6174863387978,7.04735376044568
8,25,2014,40.7,-73.95,21,16.7595628415301,25.3015976524291
8,25,2014,40.76,-73.95,21,17.0765027322404,22.976
8,25,2014,40.79,-73.96,21,23.9453551912568,-12.3003194888179
8,25,2014,40.7,-73.94,21,29.224043715847,-28.1413612565445
8,25,2014,40.66,-73.98,20,34.1748633879781,-41.4774544291653
8,25,2014,40.67,-73.97,20,34.3551912568306,-41.7846349610307
8,25,2014,40.74,-73.92,20,17.7978142076503,12.3733497083205
8,25,2014,40.73,-73.94,19,20.8306010928962,-8.78803777544596
8,25,2014,40.74,-74.03,19,33.3224043715847,-42.9813053460151
8,25,2014,40.69,-73.91,18,16.7431693989071,7.50652741514361
8,25,2014,40.74,-74.04,18,17.0928961748634,5.30690537084399
8,25,2014,40.71,-73.92,18,25.5792349726776,-29.6304208502457
8,25,2014,40.89,-73.9,17,8.04371584699454,111.345108695652
8,25,2014,40.75,-73.93,17,12.896174863388,31.8220338983051
8,25,2014,40.7,-74,17,20.4699453551913,-16.9514148424987
8,25,2014,40.68,-73.93,17,16.2513661202186,4.60659045057161
8,25,2014,40.64,-73.97,16,12.6229508196721,26.7532467532468
8,25,2014,40.78,-73.94,16,18.3005464480874,-12.5709166915497
8,25,2014,40.75,-73.84,16,2.52459016393443,533.766233766234
8,25,2014,40.71,-73.98,15,21.2950819672131,-29.5612009237875
8,25,2014,40.76,-73.91,15,14.3387978142077,4.61128048780488
8,25,2014,40.85,-73.93,15,11.5792349726776,29.5422369042001
8,25,2014,40.66,-74,15,10.551912568306,42.1543241843604
8,25,2014,40.67,-74.01,15,15.5409836065574,-3.48101265822785
8,25,2014,40.73,-73.97,15,13.8360655737705,8.41232227488151
8,25,2014,40.78,-73.92,15,7.91256830601093,89.5718232044199
8,25,2014,40.76,-73.83,15,11.0819672131148,35.3550295857988
8,25,2014,40.73,-73.85,14,7.29508196721311,91.9101123595506
8,25,2014,40.82,-73.96,14,11.9726775956284,16.9329073482428
8,25,2014,40.77,-73.93,14,14.8415300546448,-5.6701030927835
8,25,2014,40.89,-73.91,14,9.20218579234973,52.1377672209026
8,25,2014,40.78,-73.91,14,11.1639344262295,25.4038179148311
8,25,2014,40.67,-73.94,14,16.0109289617486,-12.5597269624573
8,25,2014,40.83,-73.95,14,14.103825136612,-0.736148779542812
8,25,2014,40.66,-73.95,14,14.8032786885246,-5.42635658914729
8,25,2014,40.72,-74.04,14,18.5792349726776,-24.6470588235294
8,25,2014,40.72,-73.84,13,10.3224043715847,25.9396506087877
8,25,2014,40.67,-73.93,13,9.13114754098361,42.3698384201077
8,25,2014,40.75,-73.89,13,9.79234972677596,32.7566964285714
8,25,2014,40.63,-73.97,12,5.86885245901639,104.469273743017
8,25,2014,40.64,-73.96,12,9.28415300546448,29.2525014714538
8,25,2014,40.75,-73.91,12,8.91803278688525,34.5588235294118
8,25,2014,40.77,-73.88,12,12.0109289617486,-0.0909918107370375
8,25,2014,40.8,-73.93,12,15.0765027322404,-20.4059441826749
8,25,2014,40.76,-73.84,12,8.12021857923497,47.7792732166891
8,25,2014,40.77,-73.94,12,8.09836065573771,48.1781376518218
8,25,2014,40.74,-73.93,11,12.1803278688525,-9.69044414535666
8,25,2014,40.81,-73.97,11,11.103825136612,-0.935039370078739
8,25,2014,40.86,-73.93,11,8.67213114754098,26.8431001890359
8,25,2014,40.9,-73.9,11,3.73770491803279,194.298245614035
8,25,2014,40.74,-73.94,11,8.02732240437158,37.0319945541184
8,25,2014,40.75,-73.92,11,10.1967213114754,7.87781350482316
8,25,2014,40.62,-74.03,11,10.0491803278689,9.46166394779772
8,25,2014,40.73,-73.86,10,8.18579234972678,22.1628838451268
8,25,2014,40.7,-73.96,10,13.5409836065574,-26.1501210653753
8,25,2014,40.65,-73.97,10,11.4043715846995,-12.3143267848586
8,25,2014,40.72,-73.97,10,9.31693989071038,7.33137829912023
8,25,2014,40.72,-73.86,10,3.26229508196721,206.532663316583
8,25,2014,40.71,-73.82,10,3.42622950819672,191.866028708134
8,25,2014,40.78,-74.01,9,2.47540983606557,263.576158940397
8,25,2014,40.63,-73.95,9,5.82513661202186,54.5028142589118
8,25,2014,40.77,-73.9,9,7.40437158469945,21.549815498155
8,25,2014,40.65,-73.98,9,9.20218579234973,-2.19714964370547
8,25,2014,40.7,-73.81,8,5.31693989071038,50.4624871531346
8,25,2014,40.66,-73.94,8,8.47540983606557,-5.60928433268858
8,25,2014,40.72,-74.06,8,1.80327868852459,343.636363636364
8,25,2014,40.68,-73.91,8,6.85245901639344,16.7464114832536
8,25,2014,40.67,-74,8,8.94535519125683,-10.568112400733
8,25,2014,40.76,-73.9,8,3.44262295081967,132.380952380952
8,25,2014,40.61,-73.96,8,4.01639344262295,99.1836734693878
8,25,2014,40.76,-73.86,7,1.95628415300546,257.821229050279
8,25,2014,40.72,-73.85,7,8.62295081967213,-18.8212927756654
8,25,2014,40.71,-73.9,7,3.62295081967213,93.2126696832579
8,25,2014,40.64,-74,7,4.0983606557377,70.8
8,25,2014,40.87,-73.92,7,6.32786885245902,10.6217616580311
8,25,2014,40.66,-73.92,7,3.4207650273224,104.632587859425
8,25,2014,40.64,-73.95,7,4.4207650273224,58.3436341161928
8,25,2014,40.72,-74.05,6,8.70491803278689,-31.0734463276836
8,25,2014,40.65,-74.01,6,6.31693989071038,-5.01730103806228
8,25,2014,40.71,-73.91,6,4.63934426229508,29.3286219081272
8,25,2014,40.71,-74.04,6,8.42622950819672,-28.7937743190661
8,25,2014,40.71,-73.83,6,6.73770491803279,-10.948905109489
8,25,2014,40.8,-73.98,6,5.12021857923497,17.1824973319104
8,25,2014,40.68,-74.02,6,13.0819672131148,-54.1353383458647
8,25,2014,40.82,-73.93,6,4.12021857923497,45.6233421750663
8,25,2014,40.7,-73.91,6,13.0655737704918,-54.077791718946
8,25,2014,40.87,-73.91,6,2.62841530054645,128.274428274428
8,25,2014,40.73,-74.06,6,3.46448087431694,73.186119873817
8,25,2014,40.84,-73.91,6,1.92896174863388,211.048158640227
8,25,2014,40.75,-74.04,6,6.54098360655738,-8.27067669172933
8,25,2014,40.75,-73.9,6,5.4207650273224,10.6854838709677
8,25,2014,40.61,-73.92,6,1.5792349726776,279.930795847751
8,25,2014,40.74,-74.17,6,2.56830601092896,133.617021276596
8,25,2014,40.81,-73.93,6,4.94535519125683,21.3259668508287
8,25,2014,40.62,-74.01,6,1.89071038251366,217.341040462428
8,25,2014,40.65,-74,6,5.37158469945355,11.6988809766022
8,25,2014,41.03,-73.77,6,3.46994535519126,72.9133858267716
8,25,2014,40.72,-74.03,6,8.98907103825137,-33.2522796352584
8,25,2014,40.76,-73.88,5,2.95081967213115,69.4444444444444
8,25,2014,40.74,-74.06,5,1.63934426229508,205
8,25,2014,40.74,-73.86,5,3.37704918032787,48.0582524271845
8,25,2014,40.74,-73.91,5,3.86338797814208,29.4200848656294
8,25,2014,40.79,-73.92,5,6.13114754098361,-18.4491978609626
8,25,2014,40.64,-74.03,5,3.15846994535519,58.3044982698962
8,25,2014,40.75,-73.86,5,1.78142076502732,180.674846625767
8,25,2014,40.76,-73.94,5,4.27868852459016,16.8582375478927
8,25,2014,40.67,-74.02,5,7.03825136612022,-28.9596273291925
8,25,2014,40.71,-73.86,5,1.62295081967213,208.080808080808
8,25,2014,40.74,-73.89,5,3.71584699453552,34.5588235294118
8,25,2014,40.83,-73.92,5,9.74863387978142,-48.7107623318386
8,25,2014,40.69,-73.86,5,1.45901639344262,242.696629213483
8,25,2014,40.86,-73.9,5,1.89071038251366,164.450867052023
8,25,2014,40.75,-73.88,5,5.34426229508197,-6.44171779141105
8,25,2014,40.62,-74.04,5,2.53551912568306,97.198275862069
8,25,2014,40.67,-73.92,5,3.46448087431694,44.3217665615142
8,25,2014,40.66,-74.01,5,8.36065573770492,-40.1960784313726
8,25,2014,40.7,-74.02,5,7.6775956284153,-34.8754448398576
8,25,2014,40.6,-73.96,5,2.03825136612022,145.308310991957
8,25,2014,40.74,-73.9,5,4.4207650273224,13.1025957972806
8,25,2014,40.63,-74.03,5,7.13114754098361,-29.8850574712644
8,25,2014,40.63,-74.02,5,5.06010928961749,-1.18790496760259
8,25,2014,40.74,-73.88,5,4.86885245901639,2.6936026936027
8,25,2014,40.6,-73.99,5,2.53551912568306,97.198275862069
8,25,2014,40.63,-73.96,5,6.10928961748634,-18.1574239713775
8,25,2014,40.74,-73.85,5,2.9344262295082,70.391061452514
8,25,2014,40.62,-73.95,5,2.22404371584699,124.815724815725
8,25,2014,40.64,-73.91,5,1.53005464480874,226.785714285714
8,25,2014,40.63,-73.98,5,1.79234972677596,178.963414634146
8,25,2014,40.88,-73.92,5,2.34426229508197,113.286713286713
8,25,2014,40.75,-73.82,5,1.58469945355191,215.51724137931
8,25,2014,40.67,-73.78,4,2.29508196721311,74.2857142857143
8,25,2014,40.82,-73.91,4,1.94535519125683,105.61797752809
8,25,2014,40.73,-73.79,4,1.62295081967213,146.464646464646
8,25,2014,40.76,-74.03,4,4.22950819672131,-5.42635658914728
8,25,2014,40.59,-73.93,4,0.896174863387978,346.341463414634
8,25,2014,40.82,-73.89,4,1.78142076502732,124.539877300614
8,25,2014,40.67,-73.8,4,4.3224043715847,-7.45891276864728
8,25,2014,40.86,-73.89,4,6.26229508196721,-36.1256544502618
8,25,2014,40.66,-73.89,4,1.56830601092896,155.052264808362
8,25,2014,40.68,-73.92,4,8.75956284153006,-54.3356207111666
8,25,2014,40.75,-74.02,4,4.0983606557377,-2.39999999999999
8,25,2014,40.75,-73.83,4,2.79781420765027,42.96875
8,25,2014,40.66,-73.8,4,2.83606557377049,41.0404624277457
8,25,2014,40.73,-74.16,4,3.45355191256831,15.8227848101266
8,25,2014,40.62,-73.91,4,0.87431693989071,357.5
8,25,2014,40.6,-73.94,4,1.49180327868852,168.131868131868
8,25,2014,40.87,-73.93,4,6.28415300546448,-36.3478260869565
8,25,2014,40.73,-74.05,4,6.27868852459016,-36.2924281984334
8,25,2014,40.76,-73.77,4,2.53551912568306,57.7586206896552
8,25,2014,40.65,-73.95,4,6.18579234972678,-35.3356890459364
8,25,2014,40.62,-74.02,4,5.50273224043716,-27.3088381330685
8,25,2014,40.63,-74.01,4,2.89617486338798,38.1132075471698
8,25,2014,40.6,-73.97,4,6.55737704918033,-39
8,25,2014,40.86,-73.92,4,2.11475409836066,89.1472868217054
8,25,2014,40.64,-73.98,4,5.19125683060109,-22.9473684210526
8,25,2014,40.91,-73.9,4,1.7431693989071,129.467084639498
8,25,2014,40.7,-73.9,4,5.20765027322404,-23.189926547744
8,25,2014,40.71,-73.8,4,2.16393442622951,84.8484848484848
8,25,2014,40.73,-73.82,4,1.68852459016393,136.893203883495
8,25,2014,40.69,-73.9,4,1.62841530054645,145.637583892617
8,25,2014,40.64,-74.02,4,4.00546448087432,-0.136425648021834
8,25,2014,40.79,-73.93,4,6.40983606557377,-37.5959079283887
8,25,2014,40.62,-73.96,4,2.81420765027322,42.1359223300971
8,25,2014,40.85,-73.89,4,3.09289617486339,29.3286219081272
8,25,2014,41.03,-73.72,3,0.398907103825137,652.054794520548
8,25,2014,40.71,-73.78,3,1.74863387978142,71.5625
8,25,2014,40.74,-74.07,3,1.0327868852459,190.47619047619
8,25,2014,40.82,-73.92,3,2.40983606557377,24.4897959183674
8,25,2014,40.85,-73.85,3,2.39890710382514,25.0569476082004
8,25,2014,40.78,-73.83,3,0.693989071038251,332.283464566929
8,25,2014,40.72,-73.87,3,2.16939890710383,38.2871536523929
8,25,2014,40.59,-73.97,3,1.79781420765027,66.8693009118541
8,25,2014,40.86,-73.91,3,1.38251366120219,116.99604743083
8,25,2014,40.62,-73.94,3,1.80874316939891,65.8610271903323
8,25,2014,40.73,-73.87,3,4.9016393442623,-38.7959866220736
8,25,2014,40.64,-73.99,3,2.37704918032787,26.2068965517241
8,25,2014,40.82,-73.87,3,0.601092896174863,399.090909090909
8,25,2014,40.78,-73.73,3,0.989071038251366,203.314917127072
8,25,2014,40.65,-73.92,3,1.63934426229508,83
8,25,2014,40.79,-73.84,3,1.79781420765027,66.8693009118541
8,25,2014,40.63,-74,3,1.62841530054645,84.2281879194631
8,25,2014,40.88,-73.88,3,3.22950819672131,-7.10659898477157
8,25,2014,40.74,-73.83,3,1.96174863387978,52.924791086351
8,25,2014,40.58,-73.98,3,4.79234972677596,-37.400228050171
8,25,2014,40.71,-73.85,3,2.31147540983607,29.7872340425532
8,25,2014,40.76,-73.87,3,1.84699453551913,62.4260355029586
8,25,2014,40.59,-73.96,3,1.7103825136612,75.3993610223642
8,25,2014,40.84,-73.89,3,1.03825136612022,188.947368421053
8,25,2014,40.8,-74,3,0.469945355191257,538.372093023256
8,25,2014,40.72,-73.8,3,3.78142076502732,-20.6647398843931
8,25,2014,40.84,-73.92,3,2.30054644808743,30.4038004750594
8,25,2014,40.74,-74.16,3,1.47540983606557,103.333333333333
8,25,2014,40.76,-73.73,3,0.366120218579235,719.402985074627
8,25,2014,40.62,-73.97,3,3.34426229508197,-10.2941176470588
8,25,2014,40.77,-73.83,3,1.17486338797814,155.348837209302
8,25,2014,40.66,-73.83,3,0.972677595628415,208.426966292135
8,25,2014,40.85,-73.91,3,1.59016393442623,88.659793814433
8,25,2014,40.58,-73.94,3,1.63934426229508,83
8,25,2014,40.67,-73.81,3,2.52459016393443,18.8311688311688
8,25,2014,40.76,-73.85,3,2.01092896174863,49.1847826086956
8,25,2014,40.63,-73.92,3,1.86338797814208,60.9970674486803
8,25,2014,40.78,-73.82,3,0.699453551912568,328.90625
8,25,2014,40.7,-73.82,3,1.69945355191257,76.5273311897106
8,25,2014,40.61,-73.94,3,1.36612021857923,119.6
8,25,2014,41.07,-73.7,3,2.29508196721311,30.7142857142857
8,25,2014,40.68,-73.81,3,0.808743169398907,270.945945945946
8,25,2014,40.71,-74.06,3,1.60109289617486,87.3720136518771
8,25,2014,40.72,-73.83,3,1.61748633879781,85.472972972973
8,25,2014,40.66,-73.93,3,4,-25
8,25,2014,40.71,-73.84,3,1.87978142076503,59.5930232558139
8,25,2014,40.63,-73.99,3,1.01092896174863,196.756756756757
8,25,2014,40.9,-73.97,3,0.158469945355191,1793.10344827586
8,25,2014,40.86,-73.94,3,2.92896174863388,2.42537313432835
8,25,2014,40.65,-73.93,3,2.07103825136612,44.8548812664908
8,25,2014,40.77,-74.02,3,2.43169398907104,23.3707865168539
8,25,2014,40.65,-74.02,3,3.78688524590164,-20.7792207792208
8,25,2014,40.88,-73.91,3,4.30601092896175,-30.3299492385787
8,25,2014,40.67,-73.89,3,1.60109289617486,87.3720136518771
8,25,2014,40.86,-73.97,3,1.08196721311475,177.272727272727
8,25,2014,40.91,-73.78,3,1.22950819672131,144
8,25,2014,40.73,-74.04,3,11.775956284153,-74.5243619489559
8,25,2014,40.72,-73.78,3,1.05464480874317,184.455958549223
8,25,2014,40.7,-73.8,3,1.6775956284153,78.8273615635179
8,25,2014,40.85,-73.97,3,1.21311475409836,147.297297297297
8,25,2014,40.97,-73.88,3,0.508196721311475,490.322580645161
8,25,2014,40.73,-74.03,3,7.34426229508197,-59.1517857142857
8,25,2014,40.88,-73.9,3,2.66120218579235,12.7310061601643
8,25,2014,40.74,-73.87,3,3.02732240437158,-0.902527075812268
8,25,2014,40.59,-73.95,2,2.13114754098361,-6.15384615384616
8,25,2014,40.85,-73.88,2,1.2896174863388,55.0847457627118
8,25,2014,40.68,-73.84,2,1.49726775956284,33.5766423357664
8,25,2014,40.9,-73.91,2,1.22950819672131,62.6666666666667
8,25,2014,40.99,-73.67,2,0.234972677595628,751.162790697674
8,25,2014,40.69,-73.78,2,0.366120218579235,446.268656716418
8,25,2014,40.84,-73.95,2,3.80874316939891,-47.4892395982783
8,25,2014,40.84,-73.84,2,1.09836065573771,82.089552238806
8,25,2014,40.73,-73.6,2,0.448087431693989,346.341463414634
8,25,2014,40.68,-73.86,2,1.39344262295082,43.5294117647059
8,25,2014,40.76,-73.69,2,0.775956284153005,157.746478873239
8,25,2014,40.79,-74.04,2,2.24590163934426,-10.9489051094891
8,25,2014,40.82,-73.86,2,0.830601092896175,140.789473684211
8,25,2014,40.75,-73.8,2,0.256830601092896,678.723404255319
8,25,2014,40.79,-73.73,2,1.48633879781421,34.5588235294118
8,25,2014,40.72,-73.75,2,0.573770491803279,248.571428571429
8,25,2014,40.83,-73.85,2,0.819672131147541,144
8,25,2014,40.84,-73.85,2,1.15300546448087,73.4597156398104
8,25,2014,40.76,-73.8,2,1.16939890710383,71.0280373831776
8,25,2014,40.79,-74,2,1.31147540983607,52.5
8,25,2014,40.65,-73.88,2,1.34426229508197,48.7804878048781
8,25,2014,40.63,-74.04,2,0.939890710382514,112.790697674419
8,25,2014,40.68,-73.77,2,0.540983606557377,269.69696969697
8,25,2014,40.6,-73.95,2,1.6775956284153,19.2182410423453
8,25,2014,40.77,-74,2,16.2677595628415,-87.7057440376218
8,25,2014,40.78,-74.02,2,1.26775956284153,57.7586206896552
8,25,2014,40.95,-73.97,2,0.0382513661202186,5128.57142857143
8,25,2014,40.64,-73.8,2,0.453551912568306,340.963855421687
8,25,2014,40.92,-73.86,2,0.322404371584699,520.338983050847
